timestamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
1744222479136802800,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6560209062793261,0.7547427180996527,81.20691690383897,0.0,0.0,0.0,0.0,0.006528330789902454
1744222479236992090,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6562018673615108,0.7545853889860751,81.30881095407605,0.0,0.0,0.0,0.0,0.00479632466196915
1744222479336639652,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6563827800596957,0.7544280257526924,81.31359921760634,0.0,0.0,0.0,0.0,0.00479632466196915
1744222479435613307,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6564629351396476,0.754358280121481,81.55550802661591,0.0,0.0,0.0,0.0,0.0021316998497640663
1744222479536387630,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6564730082871133,0.754349514078499,81.1160081366331,0.0,0.0,0.0,0.0,0.0002664624812205083
1744222479635832405,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6563977507906753,0.754415000352553,81.43284090912742,0.0,0.0,0.0,0.0,-0.0019984686091538122
1744222479736628043,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6576562403709245,0.7533181728202106,81.10574315685932,0.0,0.0,0.0,0.0,0.03330781015256354
1744222479836857176,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6577366099380454,0.7532480016217816,81.21816977744992,0.0,0.0,0.0,0.0,0.0021316998497640663
1744222479936902996,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6579619872542611,0.7530511425716208,81.44232731235041,0.0,0.0,0.0,0.0,0.005995405827461437
1744222480036310502,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6583281607562759,0.75273104941623,81.28955462374448,0.0,0.0,0.0,0.0,0.009725880564548555
1744222480136596415,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6585890653520039,0.7525027860405396,81.23856123293432,0.0,0.0,0.0,0.0,0.006928024511733217
1744222480236814299,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6588747715064031,0.7522526407214435,81.29387321224644,0.0,0.0,0.0,0.0,0.007594180714784487
1744222480335875906,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6590596601721055,0.7520906623099564,81.5220378275177,0.0,0.0,0.0,0.0,0.004929555902579405
1744222480437447991,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6591102897701253,0.7520462924043582,80.44879337835903,0.0,0.0,0.0,0.0,0.0013323124061025418
1744222480536616945,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6590854399947583,0.7520680705806595,81.95303240974167,0.0,0.0,0.0,0.0,-0.0006661562030512709
1744222480637107716,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6603222122176593,0.7509824072852682,81.2863320348142,0.0,0.0,0.0,0.0,0.03290811643073278
1744222480737123474,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6603471920951982,0.7509604422950569,81.40849750537448,0.0,0.0,0.0,0.0,0.0006661562030512709
1744222480836357395,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6604672898974621,0.7508548188401681,81.26982565814231,0.0,0.0,0.0,0.0,0.0031975497746461
1744222480936855827,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6605924211815568,0.7507447323008591,81.23905641667595,0.0,0.0,0.0,0.0,0.003330781015256354
1744222481035927843,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6608169856613747,0.7505470747803995,81.4654011630445,0.0,0.0,0.0,0.0,0.005995405827461437
1744222481136665145,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6609422437430442,0.750436773110107,81.12354202702741,0.0,0.0,0.0,0.0,0.003330781015256354
1744222481236312127,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6612269037673422,0.7501859647675728,81.36854193570872,0.0,0.0,0.0,0.0,0.007594180714784487
1744222481336994206,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6614519288084746,0.7499875638139266,81.23810745510127,0.0,0.0,0.0,0.0,0.005995405827461437
1744222481436443641,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6616417757227164,0.7498200854995087,81.2928319295613,0.0,0.0,0.0,0.0,0.005062787143189658
1744222481536629684,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6617666270504631,0.749709898108764,81.30900205093621,0.0,0.0,0.0,0.0,0.003330781015256354
1744222481636626273,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6617816118666214,0.7496966707910716,81.28789493821603,0.0,0.0,0.0,0.0,0.0003996937218307625
1744222481736394196,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.661716554928294,0.7497540936425956,81.13693051871405,0.0,0.0,0.0,0.0,-0.0017320061279333043
1744222481836704190,8.129939005448996,0.03152187317286345,0.0,0.0,0.0,0.6616766775310271,0.7497892866742637,81.46270905709017,0.0,0.0,0.0,0.0,-0.0010658499248820332
